Date,Rocket Name,Price,Payload to LEO,Payload to GTO,Location,Outcome
2020-01-31T02:56:00Z,Electron,"$6,000,000",0.30,N/A,"Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand",Launch Successful
2020-02-06T21:42:41Z,Soyuz 2.1b Fregat-M,"$48,500,000",8.20,3.25,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2020-02-09T01:34:00Z,H-IIA 202,"$90,000,000",10.00,4.10,"Tanegashima Space Center, Japan",Launch Successful
2020-02-09T15:45:00Z,Simorgh,N/A,N/A,N/A,"Semnan Space Center, Islamic Republic of Iran",Launch Failure
2020-02-10T04:03:00Z,Atlas V 411,"$115,000,000",8.08,5.95,"Cape Canaveral SFS, FL, USA",Launch Successful
2020-02-15T20:21:01Z,Antares 230+,N/A,8.20,N/A,"Wallops Flight Facility, Virginia, USA",Launch Successful
2020-02-17T15:05:55Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2020-02-18T22:18:07Z,Ariane 5 ECA+,N/A,N/A,10.20,"Guiana Space Centre, French Guiana",Launch Successful
2020-02-19T21:07:41Z,Long March 2D,"$30,000,000",3.50,N/A,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
2020-02-20T08:24:54Z,Soyuz 2.1a Fregat-M,"$80,000,000",7.02,N/A,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
2020-03-07T04:50:31Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2020-03-09T11:55:00Z,Long March 3B,"$70,000,000",11.50,5.10,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
2020-03-16T13:34:00Z,Long March 7A,N/A,N/A,N/A,"Wenchang Space Launch Site, People's Republic of China",Launch Failure
2020-03-16T18:28:10Z,Soyuz 2.1b Fregat-M,"$48,500,000",8.20,3.25,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
2020-03-18T12:16:39Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Kennedy Space Center, FL, USA",Launch Successful
2020-03-21T17:06:58Z,Soyuz 2.1b Fregat-M,"$48,500,000",8.20,3.25,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2020-03-24T03:43:05Z,Long March 2C,N/A,3.85,N/A,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
2020-03-26T20:18:00Z,Atlas V 551,"$153,000,000",18.85,8.89,"Cape Canaveral SFS, FL, USA",Launch Successful
2020-04-09T08:05:06Z,Soyuz 2.1a,"$80,000,000",7.02,2.81,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2020-04-09T11:46:00Z,Long March 3B,"$70,000,000",11.50,5.10,"Xichang Satellite Launch Center, People's Republic of China",Launch Failure
2020-04-22T03:58:59Z,Qased,N/A,0.05,N/A,"Shahrud Missile Test Site, Islamic Republic of Iran",Launch Successful
2020-04-22T19:30:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Kennedy Space Center, FL, USA",Launch Successful
2020-04-25T01:51:41Z,Soyuz 2.1a,"$80,000,000",7.02,2.81,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2020-05-01T15:14:00Z,SpaceShipTwo,N/A,N/A,N/A,Air launch to Suborbital flight,Launch Successful
2020-05-05T10:00:27Z,Long March 5B,N/A,25.00,N/A,"Wenchang Space Launch Site, People's Republic of China",Launch Successful
2020-05-12T01:16:00Z,Kuaizhou 1A,N/A,0.30,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2020-05-17T13:14:00Z,Atlas V 501,"$120,000,000",8.21,3.78,"Cape Canaveral SFS, FL, USA",Launch Successful
2020-05-20T17:31:00Z,H-IIB 304,"$112,500,000",16.50,8.00,"Tanegashima Space Center, Japan",Launch Successful
2020-05-22T07:31:17Z,Soyuz 2.1b Fregat,"$80,000,000",8.20,3.25,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
2020-05-25T19:50:00Z,LauncherOne,"$12,000,000",0.50,N/A,Air launch to orbit,Launch Failure
2020-05-29T20:13:33Z,Long March 11,N/A,0.50,N/A,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
2020-05-30T19:22:45Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Kennedy Space Center, FL, USA",Launch Successful
2020-05-31T08:53:00Z,Long March 2D,"$30,000,000",3.50,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2020-06-04T01:25:33Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2020-06-10T18:31:24Z,Long March 2C,N/A,3.85,N/A,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Successful
2020-06-13T05:12:12Z,Electron,"$6,000,000",0.30,N/A,"Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand",Launch Successful
2020-06-13T09:21:18Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2020-06-13T20:15:00Z,MOMO v0,N/A,N/A,N/A,"Hokkaido Spaceport, Japan",Launch Failure
2020-06-17T07:19:04Z,Long March 2D,"$30,000,000",3.50,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2020-06-23T01:43:04Z,Long March 3B,"$70,000,000",11.50,5.10,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
2020-06-25T12:00:00Z,SpaceShipTwo,N/A,N/A,N/A,Air launch to Suborbital flight,Launch Successful
2020-06-30T20:10:46Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2020-07-03T03:10:00Z,Long March 4B,N/A,4.20,1.50,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Successful
2020-07-04T21:19:00Z,Electron,"$6,000,000",0.30,N/A,"Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand",Launch Failure
2020-07-04T23:44:04Z,Long March 2D,"$30,000,000",3.50,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2020-07-06T01:00:00Z,Shavit-2,N/A,N/A,N/A,"Palmachim Airbase, State of Israel",Launch Successful
2020-07-09T12:11:04Z,Long March 3B/E,"$70,000,000",12.00,5.50,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
2020-07-10T04:17:00Z,Kuaizhou 11,N/A,1.00,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Failure
2020-07-15T13:46:00Z,Minotaur IV,N/A,1.74,N/A,"Wallops Flight Facility, Virginia, USA",Launch Successful
2020-07-19T21:58:14Z,H-IIA 202,"$90,000,000",10.00,4.10,"Tanegashima Space Center, Japan",Launch Successful
2020-07-20T21:30:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2020-07-23T04:41:15Z,Long March 5,N/A,25.00,14.00,"Wenchang Space Launch Site, People's Republic of China",Launch Successful
2020-07-23T14:26:22Z,Soyuz 2.1a,"$80,000,000",7.02,2.81,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2020-07-25T03:13:00Z,Long March 4B,N/A,4.20,1.50,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Successful
2020-07-30T11:50:00Z,Atlas V 541,"$145,000,000",17.41,8.29,"Cape Canaveral SFS, FL, USA",Launch Successful
2020-07-30T21:25:19Z,Proton-M Briz-M,N/A,21.00,4.50,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2020-08-04T23:57:00Z,Starship Prototype,N/A,N/A,N/A,"SpaceX Starbase, TX, USA",Launch Successful
2020-08-06T04:01:00Z,Long March 2D,"$30,000,000",3.50,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2020-08-07T05:12:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Kennedy Space Center, FL, USA",Launch Successful
2020-08-15T22:04:00Z,Ariane 5 ECA+,N/A,N/A,10.20,"Guiana Space Centre, French Guiana",Launch Successful
2020-08-18T14:31:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2020-08-23T02:27:04Z,Long March 2D,"$30,000,000",3.50,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2020-08-30T23:18:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2020-08-31T03:05:47Z,Electron,"$6,000,000",0.30,N/A,"Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand",Launch Successful
2020-09-03T01:51:10Z,Vega,"$37,000,000",1.50,N/A,"Guiana Space Centre, French Guiana",Launch Successful
2020-09-03T12:46:14Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Kennedy Space Center, FL, USA",Launch Successful
2020-09-03T17:48:00Z,Starship Prototype,N/A,N/A,N/A,"SpaceX Starbase, TX, USA",Launch Successful
2020-09-04T07:30:00Z,Long March 2F/G,N/A,8.40,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2020-09-07T05:57:05Z,Long March 4B,N/A,4.20,1.50,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Successful
2020-09-12T03:19:00Z,Astra Rocket 3,"$2,500,000",0.10,N/A,"Pacific Spaceport Complex, Alaska, USA",Launch Failure
2020-09-12T05:02:00Z,Kuaizhou 1A,N/A,0.30,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Failure
2020-09-15T01:23:00Z,Long March 11,N/A,0.50,N/A,Haiyang Oriental Spaceport,Launch Successful
2020-09-21T05:40:04Z,Long March 4B,N/A,4.20,1.50,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2020-09-27T03:23:04Z,Long March 4B,N/A,4.20,1.50,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Successful
2020-09-28T11:20:32Z,Soyuz 2.1b Fregat-M,"$48,500,000",8.20,3.25,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
2020-10-03T01:16:14Z,Antares 230+,N/A,8.20,N/A,"Wallops Flight Facility, Virginia, USA",Launch Successful
2020-10-06T11:29:34Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Kennedy Space Center, FL, USA",Launch Successful
2020-10-11T16:57:04Z,Long March 3B/E,"$70,000,000",12.00,5.50,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
2020-10-13T13:37:00Z,New Shepard,N/A,N/A,N/A,"Corn Ranch, Van Horn, TX, USA",Launch Successful
2020-10-14T05:45:04Z,Soyuz 2.1a,"$80,000,000",7.02,2.81,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2020-10-18T12:25:57Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Kennedy Space Center, FL, USA",Launch Successful
2020-10-24T15:31:34Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2020-10-25T19:08:42Z,Soyuz 2.1b Fregat,"$80,000,000",8.20,3.25,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
2020-10-26T15:19:05Z,Long March 2C,N/A,3.85,N/A,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
2020-10-28T21:21:27Z,Electron,"$6,000,000",0.30,N/A,"Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand",Launch Successful
2020-11-05T23:24:23Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2020-11-06T03:19:15Z,Long March 6,N/A,N/A,N/A,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Successful
2020-11-07T07:12:00Z,Ceres-1,N/A,0.35,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2020-11-07T09:41:00Z,PSLV-DL,N/A,3.80,1.20,"Satish Dhawan Space Centre, India",Launch Successful
2020-11-12T15:59:04Z,Long March 3B/E,"$70,000,000",12.00,5.50,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
2020-11-13T22:32:00Z,Atlas V 531,"$140,000,000",15.53,7.45,"Cape Canaveral SFS, FL, USA",Launch Successful
2020-11-16T00:27:17Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Kennedy Space Center, FL, USA",Launch Successful
2020-11-17T01:52:20Z,Vega,"$37,000,000",1.50,N/A,"Guiana Space Centre, French Guiana",Launch Failure
2020-11-20T02:20:01Z,Electron,"$6,000,000",0.30,N/A,"Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand",Launch Successful
2020-11-21T17:17:08Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Vandenberg SFB, CA, USA",Launch Successful
2020-11-23T20:30:21Z,Long March 5,N/A,25.00,14.00,"Wenchang Space Launch Site, People's Republic of China",Launch Successful
2020-11-25T02:13:12Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2020-11-29T07:25:00Z,H-IIA 202,"$90,000,000",10.00,4.10,"Tanegashima Space Center, Japan",Launch Successful
2020-12-02T01:33:28Z,Soyuz STA Fregat,N/A,7.02,2.81,"Guiana Space Centre, French Guiana",Launch Successful
2020-12-03T01:14:36Z,Soyuz 2.1b Fregat-M,"$48,500,000",8.20,3.25,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
2020-12-06T03:57:37Z,Long March 3B/E,"$70,000,000",12.00,5.50,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
2020-12-06T16:17:08Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Kennedy Space Center, FL, USA",Launch Successful
2020-12-09T20:14:00Z,Long March 11,N/A,0.50,N/A,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
2020-12-09T22:45:25Z,Starship Prototype,N/A,N/A,N/A,"SpaceX Starbase, TX, USA",Launch was a Partial Failure
2020-12-11T01:09:00Z,Delta IV Heavy,"$350,000,000",28.37,14.21,"Cape Canaveral SFS, FL, USA",Launch Successful
2020-12-12T15:24:00Z,SpaceShipTwo,N/A,N/A,N/A,Air launch to Suborbital flight,Launch was a Partial Failure
2020-12-13T17:30:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2020-12-14T05:50:00Z,Angara A5/Briz-M,"$31,000,000",24.50,5.40,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
2020-12-15T10:09:27Z,Electron,"$6,000,000",0.30,N/A,"Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand",Launch Successful
2020-12-15T20:55:00Z,Astra Rocket 3,"$2,500,000",0.10,N/A,"Pacific Spaceport Complex, Alaska, USA",Launch Failure
2020-12-17T10:11:00Z,PSLV XL,N/A,N/A,N/A,"Satish Dhawan Space Centre, India",Launch Successful
2020-12-18T12:26:27Z,Soyuz 2.1b Fregat-M,"$48,500,000",8.20,3.25,"Vostochny Cosmodrome, Siberia, Russian Federation",Launch Successful
2020-12-19T14:00:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Kennedy Space Center, FL, USA",Launch Successful
2020-12-22T04:37:37Z,Long March 8,N/A,8.10,2.80,"Wenchang Space Launch Site, People's Republic of China",Launch Successful
2020-12-27T15:44:00Z,Long March 4C,N/A,N/A,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2020-12-29T16:42:07Z,Soyuz STA Fregat,N/A,7.02,2.81,"Guiana Space Centre, French Guiana",Launch Successful
2021-01-08T02:15:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2021-01-14T17:19:00Z,New Shepard,N/A,N/A,N/A,"Corn Ranch, Van Horn, TX, USA",Launch Successful
2021-01-17T19:38:51Z,LauncherOne,"$12,000,000",0.50,N/A,Air launch to orbit,Launch Successful
2021-01-19T16:25:00Z,Long March 3B/E,"$70,000,000",12.00,5.50,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
2021-01-20T07:26:00Z,Electron,"$6,000,000",0.30,N/A,"Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand",Launch Successful
2021-01-20T13:02:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Kennedy Space Center, FL, USA",Launch Successful
2021-01-24T15:00:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2021-01-29T04:47:00Z,Long March 4C,N/A,N/A,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2021-02-01T08:15:00Z,Hyperbola-1,N/A,0.30,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Failure
2021-02-02T20:25:15Z,Starship Prototype,N/A,N/A,N/A,"SpaceX Starbase, TX, USA",Launch was a Partial Failure
2021-02-02T20:45:28Z,Soyuz 2.1b,"$80,000,000",8.20,3.25,"Plesetsk Cosmodrome, Russian Federation",Launch Successful
2021-02-04T06:19:54Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2021-02-04T15:36:04Z,Long March 3B/E,"$70,000,000",12.00,5.50,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
2021-02-15T04:45:06Z,Soyuz 2.1a,"$80,000,000",7.02,2.81,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2021-02-16T03:59:37Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2021-02-20T17:36:49Z,Antares 230+,N/A,8.20,N/A,"Wallops Flight Facility, Virginia, USA",Launch Successful
2021-02-24T02:22:00Z,Long March 4C,N/A,N/A,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2021-02-28T04:54:00Z,PSLV-DL,N/A,3.80,1.20,"Satish Dhawan Space Centre, India",Launch Successful
2021-02-28T06:55:01Z,Soyuz 2.1b Fregat-M,"$48,500,000",8.20,3.25,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2021-03-03T23:15:00Z,Starship Prototype,N/A,N/A,N/A,"SpaceX Starbase, TX, USA",Launch Successful
2021-03-04T08:24:54Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Kennedy Space Center, FL, USA",Launch Successful
2021-03-11T08:13:29Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2021-03-11T17:51:28Z,Long March 7A,N/A,N/A,N/A,"Wenchang Space Launch Site, People's Republic of China",Launch Successful
2021-03-13T02:19:00Z,Long March 4C,N/A,N/A,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2021-03-14T10:01:26Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Kennedy Space Center, FL, USA",Launch Successful
2021-03-22T06:07:12Z,Soyuz 2.1a Fregat-M,"$80,000,000",7.02,N/A,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2021-03-22T22:30:00Z,Electron,"$6,000,000",0.30,N/A,"Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand",Launch Successful
2021-03-24T08:28:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2021-03-25T02:47:33Z,Soyuz 2.1b Fregat-M,"$48,500,000",8.20,3.25,"Vostochny Cosmodrome, Siberia, Russian Federation",Launch Successful
2021-03-30T13:00:00Z,Starship Prototype,N/A,N/A,N/A,"SpaceX Starbase, TX, USA",Launch Failure
2021-03-30T22:45:00Z,Long March 4C,N/A,N/A,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2021-04-07T16:34:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2021-04-08T23:01:00Z,Long March 4B,N/A,4.20,1.50,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Successful
2021-04-09T07:42:41Z,Soyuz 2.1a,"$80,000,000",7.02,2.81,"Baikonur Cosmodrome, Republic of Kazakhstan",Launch Successful
2021-04-14T16:49:15Z,New Shepard,N/A,N/A,N/A,"Corn Ranch, Van Horn, TX, USA",Launch Successful
2021-04-23T09:49:02Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Kennedy Space Center, FL, USA",Launch Successful
2021-04-25T22:14:08Z,Soyuz 2.1b Fregat-M,"$48,500,000",8.20,3.25,"Vostochny Cosmodrome, Siberia, Russian Federation",Launch Successful
2021-04-26T20:47:00Z,Delta IV Heavy,"$350,000,000",28.37,14.21,"Vandenberg SFB, CA, USA",Launch Successful
2021-04-27T03:20:00Z,Long March 6,N/A,N/A,N/A,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Successful
2021-04-29T01:50:00Z,Vega,"$37,000,000",1.50,N/A,"Guiana Space Centre, French Guiana",Launch Successful
2021-04-29T03:23:15Z,Long March 5B,N/A,25.00,N/A,"Wenchang Space Launch Site, People's Republic of China",Launch Successful
2021-04-29T03:44:30Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2021-04-30T07:27:00Z,Long March 4C,N/A,N/A,N/A,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2021-05-04T19:01:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Kennedy Space Center, FL, USA",Launch Successful
2021-05-05T22:24:00Z,Starship Prototype,N/A,N/A,N/A,"SpaceX Starbase, TX, USA",Launch Successful
2021-05-06T18:11:05Z,Long March 2C,N/A,3.85,N/A,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
2021-05-09T06:42:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2021-05-15T11:11:00Z,Electron,"$6,000,000",0.30,N/A,"Rocket Lab Launch Complex 1, Mahia Peninsula, New Zealand",Launch Failure
2021-05-15T22:56:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Kennedy Space Center, FL, USA",Launch Successful
2021-05-18T17:37:00Z,Atlas V 421,"$123,000,000",14.07,6.89,"Cape Canaveral SFS, FL, USA",Launch Successful
2021-05-19T04:03:00Z,Long March 4B,N/A,4.20,1.50,"Jiuquan Satellite Launch Center, People's Republic of China",Launch Successful
2021-05-22T15:27:00Z,SpaceShipTwo,N/A,N/A,N/A,Air launch to Suborbital flight,Launch Successful
2021-05-26T18:59:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2021-05-28T17:38:39Z,Soyuz 2.1b Fregat-M,"$48,500,000",8.20,3.25,"Vostochny Cosmodrome, Siberia, Russian Federation",Launch Successful
2021-05-29T12:55:29Z,Long March 7,N/A,13.50,5.50,"Wenchang Space Launch Site, People's Republic of China",Launch Successful
2021-06-02T16:17:00Z,Long March 3B,"$70,000,000",11.50,5.10,"Xichang Satellite Launch Center, People's Republic of China",Launch Successful
2021-06-03T17:29:15Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Kennedy Space Center, FL, USA",Launch Successful
2021-06-06T04:26:00Z,Falcon 9 Block 5,"$52,000,000",22.80,8.30,"Cape Canaveral SFS, FL, USA",Launch Successful
2021-06-11T03:03:00Z,Long March 2D,"$30,000,000",3.50,N/A,"Taiyuan Satellite Launch Center, People's Republic of China",Launch Successful
2021-06-12T00:00:00Z,Simorgh,N/A,N/A,N/A,"Semnan Space Center, Islamic Republic of Iran",Launch Failure
2021-06-13T08:11:00Z,Pegasus XL,"$40,000,000",0.44,N/A,Air launch to orbit,Launch Successful
2021-06-15T13:35:00Z,Minotaur I,N/A,0.58,N/A,"Wallops Flight Facility, Virginia, USA",Launch Successful
